[2023-04-03 11:39:21] INFO: CheckM v1.2.2
[2023-04-03 11:39:21] INFO: checkm qa -o 7 xanthomonas.ms genomes.checkm
[2023-04-03 11:39:21] INFO: CheckM data: /home/djs217/checkm/data
[2023-04-03 11:39:21] INFO: [CheckM - qa] Tabulating genome statistics.
[2023-04-03 11:39:21] INFO: Calculating AAI between multi-copy marker genes.
[2023-04-03 11:39:21] INFO: Reading HMM info from file.
[2023-04-03 11:39:25] INFO: Parsing HMM hits to marker genes:
Bin Id	Marker Id	Gene Ids
GCA_012848175.1_ASM1284817v1_genomic	TIGR01395	CP051651.1_1588,CP051651.1_3884
GCA_012848175.1_ASM1284817v1_genomic	PF00515.23	CP051651.1_2713,CP051651.1_2761,CP051651.1_955
GCA_012848175.1_ASM1284817v1_genomic	PF00577.15	CP051651.1_1069,CP051651.1_252
GCA_012848175.1_ASM1284817v1_genomic	PF13953.1	CP051651.1_1069,CP051651.1_252
GCA_012848175.1_ASM1284817v1_genomic	PF01436.16	CP051651.1_1688,CP051651.1_241
GCA_012848175.1_ASM1284817v1_genomic	PF07559.9	CP051651.1_1586,CP051651.1_3892
GCA_013112235.1_ASM1311223v1_genomic	PF00308.13	JABFFS010000001.1_3711,JABFFS010000001.1_949
GCA_014195785.1_ASM1419578v1_genomic	PF12992.2	JACICK010000002.1_42,JACICK010000002.1_45
GCA_014195785.1_ASM1419578v1_genomic	PF02823.11	JACICK010000001.1_116,JACICK010000001.1_566
GCA_014195785.1_ASM1419578v1_genomic	PF13638.1	JACICK010000003.1_504,JACICK010000003.1_675
GCA_014195835.1_ASM1419583v1_genomic	PF12992.2	JACICM010000001.1_1043,JACICM010000001.1_1046
GCA_014199075.1_ASM1419907v1_genomic	PF12992.2	JACHNS010000007.1_38,JACHNS010000007.1_41
GCA_014199075.1_ASM1419907v1_genomic	PF02823.11	JACHNS010000001.1_38,JACHNS010000001.1_555
GCA_014199515.1_ASM1419951v1_genomic	PF12992.2	JACIJW010000007.1_150,JACIJW010000007.1_153
GCA_014236795.1_ASM1423679v1_genomic	TIGR02544	CP049017.1_2287,CP049017.1_271
GCA_014236795.1_ASM1423679v1_genomic	TIGR00517	CP049017.1_1014,CP049017.1_2200,CP049017.1_2291
GCA_014236795.1_ASM1423679v1_genomic	TIGR01403	CP049017.1_2299,CP049017.1_263
GCA_014236795.1_ASM1423679v1_genomic	TIGR01102	CP049017.1_2300,CP049017.1_264
GCA_014236795.1_ASM1423679v1_genomic	TIGR01404	CP049017.1_2297,CP049017.1_268
GCA_014236795.1_ASM1423679v1_genomic	TIGR02516	CP049017.1_2308,CP049017.1_279
GCA_014236795.1_ASM1423679v1_genomic	TIGR01488	CP049017.1_1011,CP049017.1_2354
GCA_014236795.1_ASM1423679v1_genomic	TIGR01401	CP049017.1_2298,CP049017.1_276
GCA_014236795.1_ASM1423679v1_genomic	TIGR02551	CP049017.1_2301,CP049017.1_265
GCA_014236795.1_ASM1423679v1_genomic	TIGR00110	CP049017.1_283,CP049017.1_3557,CP049017.1_4242
GCA_014236795.1_ASM1423679v1_genomic	PF13103.1	CP049017.1_1776,CP049017.1_3052
GCA_014236795.1_ASM1423679v1_genomic	PF01343.13	CP049017.1_1727,CP049017.1_4037
GCA_014236795.1_ASM1423679v1_genomic	PF04299.7	CP049017.1_1500,CP049017.1_2533
GCA_014236795.1_ASM1423679v1_genomic	PF05193.16	CP049017.1_293,CP049017.1_3456,CP049017.1_3765
GCA_014236795.1_ASM1423679v1_genomic	PF00675.15	CP049017.1_293,CP049017.1_3456,CP049017.1_3765
GCA_014236795.1_ASM1423679v1_genomic	PF05048.8	CP049017.1_2649,CP049017.1_3546
GCA_014236795.1_ASM1423679v1_genomic	PF07720.7	CP049017.1_2296,CP049017.1_246
GCA_014236795.1_ASM1423679v1_genomic	PF04339.7	CP049017.1_1015,CP049017.1_1391
GCA_014236795.1_ASM1423679v1_genomic	PF13549.1	CP049017.1_3420,CP049017.1_3536
GCA_014236795.1_ASM1423679v1_genomic	PF13607.1	CP049017.1_3420,CP049017.1_3536
GCA_014236795.1_ASM1423679v1_genomic	PF13380.1	CP049017.1_3420,CP049017.1_3536
GCA_014236795.1_ASM1423679v1_genomic	PF02867.10	CP049017.1_3726,CP049017.1_4276
GCA_014236795.1_ASM1423679v1_genomic	PF03819.12	CP049017.1_148,CP049017.1_694
GCA_014236795.1_ASM1423679v1_genomic	PF00491.16	CP049017.1_1016,CP049017.1_3847
GCA_014236795.1_ASM1423679v1_genomic	PF08521.5	CP049017.1_1025,CP049017.1_1467,CP049017.1_640
GCA_014236795.1_ASM1423679v1_genomic	PF00574.18	CP049017.1_245,CP049017.1_2878
GCA_014236795.1_ASM1423679v1_genomic	PF11720.3	CP049017.1_1786,CP049017.1_3496
GCA_014236795.1_ASM1423679v1_genomic	PF07944.7	CP049017.1_1286,CP049017.1_1294,CP049017.1_1449
GCA_014836395.1_ASM1483639v1_genomic	PF02146.12	JACSQX010000024.1_22,JACSQX010000024.1_4
GCA_017163705.1_ASM1716370v1_genomic	TIGR01488	JAFIWB010000001.1_121,JAFIWB010000001.1_429
GCA_020783715.1_ASM2078371v1_genomic	PF02867.10	JAJGQE010000003.1_166,JAJGQE010000003.1_96
GCA_020783715.1_ASM2078371v1_genomic	PF00317.16	JAJGQE010000003.1_166,JAJGQE010000003.1_96
GCA_020783715.1_ASM2078371v1_genomic	PF02146.12	JAJGQE010000003.1_155,JAJGQE010000003.1_173
GCA_020783725.1_ASM2078372v1_genomic	PF04342.7	JAJGQN010000015.1_14,JAJGQN010000015.1_8
GCA_020783755.1_ASM2078375v1_genomic	PF03924.8	JAJGQF010000046.1_19,JAJGQF010000046.1_3
GCA_020783815.1_ASM2078381v1_genomic	PF12992.2	JAJGQK010000008.1_164,JAJGQK010000008.1_167
GCA_020784125.1_ASM2078412v1_genomic	PF12992.2	JAJGQL010000016.1_12,JAJGQL010000016.1_9
GCA_021352995.1_ASM2135299v1_genomic	PF13857.1	JAJUAB010000019.1_27,JAJUAB010000019.1_76
GCA_021352995.1_ASM2135299v1_genomic	PF12992.2	JAJUAB010000005.1_103,JAJUAB010000005.1_106
GCA_021352995.1_ASM2135299v1_genomic	PF04342.7	JAJUAB010000003.1_27,JAJUAB010000003.1_34
GCA_022669045.1_ASM2266904v1_genomic	PF00515.23	JAKJPQ010000012.1_103,JAKJPQ010000012.1_60
GCA_022669045.1_ASM2266904v1_genomic	PF02146.12	JAKJPQ010000009.1_25,JAKJPQ010000009.1_9
GCA_022669045.1_ASM2266904v1_genomic	PF07944.7	JAKJPQ010000001.1_379,JAKJPQ010000001.1_452
GCA_022749655.1_ASM2274965v1_genomic	TIGR02544	CP094243.1_4927,CP094243.1_555
GCA_022749655.1_ASM2274965v1_genomic	TIGR02516	CP094243.1_4921,CP094243.1_561
GCA_022749655.1_ASM2274965v1_genomic	TIGR00110	CP094243.1_34,CP094243.1_5004
GCA_022749655.1_ASM2274965v1_genomic	PF07720.7	CP094243.1_3911,CP094243.1_575
GCA_022749655.1_ASM2274965v1_genomic	PF01717.13	CP094243.1_5020,CP094243.1_51
GCA_022749655.1_ASM2274965v1_genomic	PF03176.10	CP094243.1_1700,CP094243.1_2536,CP094243.1_3627,CP094243.1_918
GCA_022749655.1_ASM2274965v1_genomic	PF02146.12	CP094243.1_5038,CP094243.1_68
GCA_022749655.1_ASM2274965v1_genomic	PF00704.23	CP094243.1_1925,CP094243.1_1971
GCA_025666195.1_ASM2566619v1_genomic	TIGR00517	CP102592.1_1183,CP102592.1_1795
GCA_025666195.1_ASM2566619v1_genomic	TIGR00004	CP102592.1_1345,CP102592.1_3277
GCA_025666195.1_ASM2566619v1_genomic	TIGR01488	CP102592.1_1510,CP102592.1_1792
GCA_025666195.1_ASM2566619v1_genomic	TIGR00110	CP102592.1_1365,CP102592.1_3871
GCA_025666195.1_ASM2566619v1_genomic	PF13103.1	CP102592.1_3079,CP102592.1_3639,CP102592.1_3862
GCA_025666195.1_ASM2566619v1_genomic	PF06127.6	CP102592.1_3004,CP102592.1_469
GCA_025666195.1_ASM2566619v1_genomic	PF02421.13	CP102592.1_1964,CP102592.1_2264
GCA_025666195.1_ASM2566619v1_genomic	PF01967.16	CP102592.1_1161,CP102592.1_3668
GCA_025666195.1_ASM2566619v1_genomic	PF05193.16	CP102592.1_4037,CP102592.1_630
GCA_025666195.1_ASM2566619v1_genomic	PF00675.15	CP102592.1_4037,CP102592.1_630
GCA_025666195.1_ASM2566619v1_genomic	PF03764.13	CP102592.1_1056,CP102592.1_1384
GCA_025666195.1_ASM2566619v1_genomic	PF06463.8	CP102592.1_1159,CP102592.1_3669
GCA_025666195.1_ASM2566619v1_genomic	PF00704.23	CP102592.1_1783,CP102592.1_2970,CP102592.1_3015
GCA_025666195.1_ASM2566619v1_genomic	PF04339.7	CP102592.1_1796,CP102592.1_2092
GCA_025666195.1_ASM2566619v1_genomic	PF00728.17	CP102592.1_3016,CP102592.1_3444
GCA_025666195.1_ASM2566619v1_genomic	PF01436.16	CP102592.1_1780,CP102592.1_621
GCA_025666195.1_ASM2566619v1_genomic	PF10116.4	CP102592.1_4090,CP102592.1_679
GCA_025666195.1_ASM2566619v1_genomic	PF02867.10	CP102592.1_307,CP102592.1_372
GCA_025666195.1_ASM2566619v1_genomic	PF00317.16	CP102592.1_307,CP102592.1_372
GCA_025666195.1_ASM2566619v1_genomic	PF02146.12	CP102592.1_301,CP102592.1_315
GCA_025666195.1_ASM2566619v1_genomic	PF01048.15	CP102592.1_1433,CP102592.1_377
GCA_025666195.1_ASM2566619v1_genomic	PF03819.12	CP102592.1_1267,CP102592.1_3006
GCA_025666195.1_ASM2566619v1_genomic	PF02391.12	CP102592.1_1163,CP102592.1_3665
GCA_025666195.1_ASM2566619v1_genomic	PF02163.17	CP102592.1_1455,CP102592.1_2708
GCA_025666195.1_ASM2566619v1_genomic	PF00491.16	CP102592.1_1797,CP102592.1_339
GCA_025666195.1_ASM2566619v1_genomic	PF08521.5	CP102592.1_1802,CP102592.1_2802,CP102592.1_3386
GCA_025666195.1_ASM2566619v1_genomic	PF11720.3	CP102592.1_3089,CP102592.1_4114
GCA_025666195.1_ASM2566619v1_genomic	PF07944.7	CP102592.1_1374,CP102592.1_1656,CP102592.1_2821
GCA_025666215.1_ASM2566621v1_genomic	TIGR03170	CP102593.1_1494,CP102593.1_2237
GCA_025666215.1_ASM2566621v1_genomic	TIGR00517	CP102593.1_2531,CP102593.1_3174
GCA_025666215.1_ASM2566621v1_genomic	TIGR00004	CP102593.1_3011,CP102593.1_897
GCA_025666215.1_ASM2566621v1_genomic	TIGR02479	CP102593.1_1522,CP102593.1_2291
GCA_025666215.1_ASM2566621v1_genomic	TIGR01181	CP102593.1_3960,CP102593.1_667
GCA_025666215.1_ASM2566621v1_genomic	TIGR03818	CP102593.1_1521,CP102593.1_3837
GCA_025666215.1_ASM2566621v1_genomic	TIGR01488	CP102593.1_2534,CP102593.1_2851
GCA_025666215.1_ASM2566621v1_genomic	TIGR01207	CP102593.1_3961,CP102593.1_668
GCA_025666215.1_ASM2566621v1_genomic	TIGR02492	CP102593.1_1504,CP102593.1_2248
GCA_025666215.1_ASM2566621v1_genomic	TIGR03804	CP102593.1_1632,CP102593.1_442
GCA_025666215.1_ASM2566621v1_genomic	TIGR01395	CP102593.1_1496,CP102593.1_2240
GCA_025666215.1_ASM2566621v1_genomic	TIGR00110	CP102593.1_2993,CP102593.1_429
GCA_025666215.1_ASM2566621v1_genomic	TIGR01400	CP102593.1_1511,CP102593.1_2284
GCA_025666215.1_ASM2566621v1_genomic	PF04316.8	CP102593.1_1519,CP102593.1_2236
GCA_025666215.1_ASM2566621v1_genomic	PF00515.23	CP102593.1_4228,CP102593.1_914
GCA_025666215.1_ASM2566621v1_genomic	PF06127.6	CP102593.1_1300,CP102593.1_4053
GCA_025666215.1_ASM2566621v1_genomic	PF02421.13	CP102593.1_2062,CP102593.1_2348
GCA_025666215.1_ASM2566621v1_genomic	PF02563.11	CP102593.1_1795,CP102593.1_3970
GCA_025666215.1_ASM2566621v1_genomic	PF13549.1	CP102593.1_298,CP102593.1_451
GCA_025666215.1_ASM2566621v1_genomic	PF13607.1	CP102593.1_298,CP102593.1_451
GCA_025666215.1_ASM2566621v1_genomic	PF13380.1	CP102593.1_298,CP102593.1_451
GCA_025666215.1_ASM2566621v1_genomic	PF05193.16	CP102593.1_3881,CP102593.1_4246
GCA_025666215.1_ASM2566621v1_genomic	PF00675.15	CP102593.1_3881,CP102593.1_4246
GCA_025666215.1_ASM2566621v1_genomic	PF05567.6	CP102593.1_1758,CP102593.1_3384
GCA_025666215.1_ASM2566621v1_genomic	PF07195.7	CP102593.1_1527,CP102593.1_2251
GCA_025666215.1_ASM2566621v1_genomic	PF02465.13	CP102593.1_1527,CP102593.1_2251
GCA_025666215.1_ASM2566621v1_genomic	PF05048.8	CP102593.1_1632,CP102593.1_442
GCA_025666215.1_ASM2566621v1_genomic	PF01832.15	CP102593.1_1517,CP102593.1_2247
GCA_025666215.1_ASM2566621v1_genomic	PF03764.13	CP102593.1_2974,CP102593.1_3302
GCA_025666215.1_ASM2566621v1_genomic	PF13860.1	CP102593.1_1497,CP102593.1_2241
GCA_025666215.1_ASM2566621v1_genomic	PF04339.7	CP102593.1_2218,CP102593.1_2530
GCA_025666215.1_ASM2566621v1_genomic	PF01436.16	CP102593.1_2558,CP102593.1_3888
GCA_025666215.1_ASM2566621v1_genomic	PF13614.1	CP102593.1_2792,CP102593.1_3972
GCA_025666215.1_ASM2566621v1_genomic	PF13807.1	CP102593.1_1796,CP102593.1_3972
GCA_025666215.1_ASM2566621v1_genomic	PF01706.11	CP102593.1_1531,CP102593.1_2273
GCA_025666215.1_ASM2566621v1_genomic	PF04321.12	CP102593.1_3963,CP102593.1_670
GCA_025666215.1_ASM2566621v1_genomic	PF02643.10	CP102593.1_4176,CP102593.1_875
GCA_025666215.1_ASM2566621v1_genomic	PF00545.15	CP102593.1_1848,CP102593.1_4132
GCA_025666215.1_ASM2566621v1_genomic	PF02867.10	CP102593.1_322,CP102593.1_392
GCA_025666215.1_ASM2566621v1_genomic	PF00317.16	CP102593.1_322,CP102593.1_392
GCA_025666215.1_ASM2566621v1_genomic	PF05496.7	CP102593.1_1206,CP102593.1_2213
GCA_025666215.1_ASM2566621v1_genomic	PF05635.6	CP102593.1_2339,CP102593.1_3985
GCA_025666215.1_ASM2566621v1_genomic	PF08502.5	CP102593.1_2025,CP102593.1_827
GCA_025666215.1_ASM2566621v1_genomic	PF02146.12	CP102593.1_315,CP102593.1_333
GCA_025666215.1_ASM2566621v1_genomic	PF03819.12	CP102593.1_1298,CP102593.1_3086
GCA_025666215.1_ASM2566621v1_genomic	PF02823.11	CP102593.1_3603,CP102593.1_3787
GCA_025666215.1_ASM2566621v1_genomic	PF02561.9	CP102593.1_1526,CP102593.1_2252
GCA_025666215.1_ASM2566621v1_genomic	PF00491.16	CP102593.1_2529,CP102593.1_360
GCA_025666215.1_ASM2566621v1_genomic	PF08521.5	CP102593.1_2520,CP102593.1_794
GCA_025666215.1_ASM2566621v1_genomic	PF07559.9	CP102593.1_1498,CP102593.1_2242
GCA_025666215.1_ASM2566621v1_genomic	PF01321.13	CP102593.1_1027,CP102593.1_2709
GCA_025666215.1_ASM2566621v1_genomic	PF07944.7	CP102593.1_1466,CP102593.1_2696,CP102593.1_2984
GCA_025666215.1_ASM2566621v1_genomic	PF00174.14	CP102593.1_2012,CP102593.1_935
GCA_025666235.1_ASM2566623v1_genomic	TIGR00517	CP102594.1_2312,CP102594.1_3018
GCA_025666235.1_ASM2566623v1_genomic	TIGR01488	CP102594.1_2315,CP102594.1_2753
GCA_025666235.1_ASM2566623v1_genomic	TIGR03804	CP102594.1_1434,CP102594.1_419
GCA_025666235.1_ASM2566623v1_genomic	TIGR01312	CP102594.1_2215,CP102594.1_522
GCA_025666235.1_ASM2566623v1_genomic	TIGR00110	CP102594.1_2890,CP102594.1_402
GCA_025666235.1_ASM2566623v1_genomic	PF00515.23	CP102594.1_1021,CP102594.1_2334,CP102594.1_4017
GCA_025666235.1_ASM2566623v1_genomic	PF06127.6	CP102594.1_1265,CP102594.1_3838
GCA_025666235.1_ASM2566623v1_genomic	PF01210.18	CP102594.1_248,CP102594.1_3730
GCA_025666235.1_ASM2566623v1_genomic	PF05193.16	CP102594.1_256,CP102594.1_3588
GCA_025666235.1_ASM2566623v1_genomic	PF00675.15	CP102594.1_256,CP102594.1_3588
GCA_025666235.1_ASM2566623v1_genomic	PF03764.13	CP102594.1_2873,CP102594.1_3156
GCA_025666235.1_ASM2566623v1_genomic	PF04355.8	CP102594.1_1707,CP102594.1_4045
GCA_025666235.1_ASM2566623v1_genomic	PF00704.23	CP102594.1_1255,CP102594.1_1293
GCA_025666235.1_ASM2566623v1_genomic	PF04339.7	CP102594.1_2018,CP102594.1_2311
GCA_025666235.1_ASM2566623v1_genomic	PF02643.10	CP102594.1_337,CP102594.1_983
GCA_025666235.1_ASM2566623v1_genomic	PF00657.17	CP102594.1_1103,CP102594.1_1454
GCA_025666235.1_ASM2566623v1_genomic	PF00545.15	CP102594.1_1650,CP102594.1_565
GCA_025666235.1_ASM2566623v1_genomic	PF02867.10	CP102594.1_3907,CP102594.1_555
GCA_025666235.1_ASM2566623v1_genomic	PF01566.13	CP102594.1_1897,CP102594.1_2342
GCA_025666235.1_ASM2566623v1_genomic	PF02146.12	CP102594.1_3896,CP102594.1_3908
GCA_025666235.1_ASM2566623v1_genomic	PF05048.8	CP102594.1_1434,CP102594.1_419
GCA_025666235.1_ASM2566623v1_genomic	PF02789.12	CP102594.1_3404,CP102594.1_547
GCA_025666235.1_ASM2566623v1_genomic	PF03819.12	CP102594.1_1263,CP102594.1_2961
GCA_025666235.1_ASM2566623v1_genomic	PF04069.7	CP102594.1_1126,CP102594.1_1890
GCA_025666235.1_ASM2566623v1_genomic	PF02163.17	CP102594.1_1408,CP102594.1_2799
GCA_025666235.1_ASM2566623v1_genomic	PF00491.16	CP102594.1_2310,CP102594.1_3872
GCA_025666235.1_ASM2566623v1_genomic	PF08521.5	CP102594.1_2301,CP102594.1_922
GCA_025666235.1_ASM2566623v1_genomic	PF11720.3	CP102594.1_1183,CP102594.1_191
GCA_025666235.1_ASM2566623v1_genomic	PF07944.7	CP102594.1_2532,CP102594.1_2605
GCA_900018785.1_Xanthomonas_massiliensis_genomic	TIGR01139	FCOY01000006.1_1377,FCOY01000006.1_371
GCA_900018785.1_Xanthomonas_massiliensis_genomic	TIGR00004	FCOY01000006.1_332,FCOY01000006.1_51
GCA_900018785.1_Xanthomonas_massiliensis_genomic	TIGR01844	FCOY01000006.1_262,FCOY01000006.1_378
GCA_900018785.1_Xanthomonas_massiliensis_genomic	TIGR01722	FCOY01000007.1_334,FCOY01000007.1_785
GCA_900018785.1_Xanthomonas_massiliensis_genomic	TIGR01136	FCOY01000006.1_1377,FCOY01000006.1_371
GCA_900018785.1_Xanthomonas_massiliensis_genomic	PF05239.11	FCOY01000007.1_199,FCOY01000007.1_506
