[2023-04-03 11:38:30] INFO: CheckM v1.2.2
[2023-04-03 11:38:30] INFO: checkm qa -o 6 xanthomonas.ms genomes.checkm
[2023-04-03 11:38:30] INFO: CheckM data: /home/djs217/checkm/data
[2023-04-03 11:38:30] INFO: [CheckM - qa] Tabulating genome statistics.
[2023-04-03 11:38:30] INFO: Calculating AAI between multi-copy marker genes.
[2023-04-03 11:38:30] INFO: Reading HMM info from file.
[2023-04-03 11:38:33] INFO: Parsing HMM hits to marker genes:
Bin Id	Marker Id	Gene Ids
GCA_000192065.2_ASM19206v1_genomic	PF03886.8	AEQX01000070.1_2,AEQX01000158.1_9,AEQX01000203.1_2,AEQX01000211.1_2,AEQX01000228.1_2,AEQX01000303.1_4,AEQX01000378.1_2,AEQX01000390.1_30,AEQX01000496.1_2
GCA_000192065.2_ASM19206v1_genomic	PF02558.11	AEQX01000235.1_1,AEQX01000363.1_9
GCA_000192065.2_ASM19206v1_genomic	PF14450.1	AEQX01000060.1_3,AEQX01000207.1_3
GCA_000192065.2_ASM19206v1_genomic	PF02491.15	AEQX01000060.1_3,AEQX01000207.1_3
GCA_000192065.2_ASM19206v1_genomic	PF02092.12	AEQX01000071.1_14,AEQX01000459.1_4
GCA_000192065.2_ASM19206v1_genomic	PF02823.11	AEQX01000203.1_29,AEQX01000277.1_13
GCA_000192065.2_ASM19206v1_genomic	PF04342.7	AEQX01000256.1_3,AEQX01000494.1_6,AEQX01000533.1_1
GCA_000192065.2_ASM19206v1_genomic	PF02657.10	AEQX01000103.1_26,AEQX01000222.1_5
GCA_000454545.1_20120625_genomic	TIGR01051	CM002139.1_3425,CM002139.1_3994
GCA_000454545.1_20120625_genomic	PF00515.23	CM002139.1_2972,CM002139.1_3023
GCA_000454545.1_20120625_genomic	PF00577.15	CM002139.1_4022,CM002139.1_4333
GCA_000454545.1_20120625_genomic	PF13953.1	CM002139.1_4022,CM002139.1_4333
GCA_000454545.1_20120625_genomic	PF00542.14	CM002139.1_1435,CM002139.1_3412
GCA_000454545.1_20120625_genomic	PF02600.11	ATMC01000079.1_4,CM002139.1_1469
GCA_000764855.1_NyagatareV1_genomic	PF00303.14	KN265487.1_3,KN265498.1_7
GCA_000764855.1_NyagatareV1_genomic	PF01436.16	KN265476.1_23,KN265532.1_121
GCA_000764855.1_NyagatareV1_genomic	PF08975.5	KN265463.1_32,KN265530.1_6
GCA_000764855.1_NyagatareV1_genomic	PF12992.2	KN265498.1_4,KN265514.1_1
GCA_000764855.1_NyagatareV1_genomic	PF02823.11	KN265467.1_3,KN265533.1_22
GCA_000772705.2_NCPPB2417v2_genomic	TIGR01488	JSBW02000002.1_243,JSBW02000027.1_230
GCA_000772705.2_NCPPB2417v2_genomic	PF00308.13	JSBW02000022.1_29,JSBW02000039.1_108
GCA_000772705.2_NCPPB2417v2_genomic	PF04339.7	JSBW02000002.1_245,JSBW02000040.1_91
GCA_000772705.2_NCPPB2417v2_genomic	PF01436.16	JSBW02000006.1_12,JSBW02000081.1_33
GCA_000772705.2_NCPPB2417v2_genomic	PF01624.15	JSBW02000052.1_53,JSBW02000052.1_60
GCA_000772705.2_NCPPB2417v2_genomic	PF13714.1	JSBW02000021.1_4,JSBW02000036.1_28
GCA_000772705.2_NCPPB2417v2_genomic	PF00491.16	JSBW02000002.1_246,JSBW02000002.1_82
GCA_000772705.2_NCPPB2417v2_genomic	PF08521.5	JSBW02000002.1_250,JSBW02000054.1_27
GCA_000772705.2_NCPPB2417v2_genomic	PF00574.18	JSBW02000002.1_124,JSBW02000036.1_77
GCA_000802365.1_NCPPB2877_E1.0_genomic	TIGR02274	JSZE01000042.1_7,JSZE01000154.1_16
GCA_000802365.1_NCPPB2877_E1.0_genomic	TIGR00556	JSZE01000068.1_22,JSZE01000081.1_2
GCA_000802365.1_NCPPB2877_E1.0_genomic	TIGR00128	JSZE01000040.1_21,JSZE01000081.1_11,JSZE01000081.1_4
GCA_000802365.1_NCPPB2877_E1.0_genomic	PF03814.10	JSZE01000127.1_1,JSZE01000199.1_1
GCA_000802365.1_NCPPB2877_E1.0_genomic	PF13368.1	JSZE01000036.1_23,JSZE01000058.1_35
GCA_000802365.1_NCPPB2877_E1.0_genomic	PF03472.10	JSZE01000087.1_12,JSZE01000207.1_2
GCA_000802365.1_NCPPB2877_E1.0_genomic	PF00719.14	JSZE01000059.1_1,JSZE01000120.1_18
GCA_000802365.1_NCPPB2877_E1.0_genomic	PF00342.14	JSZE01000008.1_1,JSZE01000135.1_1
GCA_000802365.1_NCPPB2877_E1.0_genomic	PF02163.17	JSZE01000116.1_12,JSZE01000155.1_1
GCA_000802365.1_NCPPB2877_E1.0_genomic	PF09995.4	JSZE01000017.1_77,JSZE01000143.1_7
GCA_001010415.1_ASM101041v1_genomic	PF00515.23	JPLE01000012.1_17,JPLE01000012.1_76
GCA_001010415.1_ASM101041v1_genomic	PF13103.1	JPLE01000023.1_1,JPLE01000078.1_17
GCA_001010415.1_ASM101041v1_genomic	PF01436.16	JPLE01000035.1_7,JPLE01000045.1_7
GCA_001010415.1_ASM101041v1_genomic	PF04305.9	JPLE01000016.1_146,JPLE01000111.1_17
GCA_001013475.1_ASM101347v1_genomic	TIGR03170	JZEF01000002.1_341,JZEF01000005.1_58
GCA_001013475.1_ASM101347v1_genomic	PF00476.15	JZEF01000003.1_215,JZEF01000006.1_52
GCA_001013475.1_ASM101347v1_genomic	PF13482.1	JZEF01000002.1_160,JZEF01000003.1_215
GCA_001013475.1_ASM101347v1_genomic	PF11855.3	JZEF01000001.1_1067,JZEF01000002.1_14
GCA_001013475.1_ASM101347v1_genomic	PF08019.7	JZEF01000001.1_81,JZEF01000004.1_141
GCA_001013475.1_ASM101347v1_genomic	PF13835.1	JZEF01000001.1_1066,JZEF01000002.1_13
GCA_001013475.1_ASM101347v1_genomic	PF02230.11	JZEF01000002.1_795,JZEF01000004.1_114
GCA_001013475.1_ASM101347v1_genomic	PF02823.11	JZEF01000004.1_140,JZEF01000004.1_288
GCA_001013475.1_ASM101347v1_genomic	PF07944.7	JZEF01000001.1_545,JZEF01000001.1_549
GCA_001043115.1_NCPPB1128_genomic	TIGR03170	LFME01000005.1_115,LFME01000013.1_35
GCA_001043115.1_NCPPB1128_genomic	TIGR00517	LFME01000001.1_133,LFME01000008.1_76
GCA_001043115.1_NCPPB1128_genomic	TIGR00713	LFME01000030.1_26,LFME01000045.1_14
GCA_001043115.1_NCPPB1128_genomic	TIGR01488	LFME01000001.1_130,LFME01000018.1_62
GCA_001043115.1_NCPPB1128_genomic	TIGR03804	LFME01000026.1_10,LFME01000045.1_21
GCA_001043115.1_NCPPB1128_genomic	TIGR00128	LFME01000001.1_209,LFME01000008.1_74
GCA_001043115.1_NCPPB1128_genomic	TIGR01312	LFME01000001.1_242,LFME01000004.1_48
GCA_001043115.1_NCPPB1128_genomic	TIGR00110	LFME01000022.1_81,LFME01000039.1_17
GCA_001043115.1_NCPPB1128_genomic	PF00515.23	LFME01000001.1_118,LFME01000034.1_16,LFME01000037.1_23
GCA_001043115.1_NCPPB1128_genomic	PF06127.6	LFME01000002.1_226,LFME01000011.1_84
GCA_001043115.1_NCPPB1128_genomic	PF01580.13	LFME01000005.1_94,LFME01000016.1_6
GCA_001043115.1_NCPPB1128_genomic	PF05193.16	LFME01000013.1_81,LFME01000014.1_84
GCA_001043115.1_NCPPB1128_genomic	PF00675.15	LFME01000013.1_81,LFME01000014.1_84
GCA_001043115.1_NCPPB1128_genomic	PF05048.8	LFME01000026.1_10,LFME01000045.1_21
GCA_001043115.1_NCPPB1128_genomic	PF03764.13	LFME01000007.1_95,LFME01000039.1_31
GCA_001043115.1_NCPPB1128_genomic	PF04355.8	LFME01000023.1_42,LFME01000029.1_5
GCA_001043115.1_NCPPB1128_genomic	PF00704.23	LFME01000011.1_50,LFME01000036.1_5
GCA_001043115.1_NCPPB1128_genomic	PF04339.7	LFME01000001.1_134,LFME01000005.1_96
GCA_001043115.1_NCPPB1128_genomic	PF02774.13	LFME01000001.1_32,LFME01000003.1_132
GCA_001043115.1_NCPPB1128_genomic	PF00545.15	LFME01000004.1_94,LFME01000041.1_22
GCA_001043115.1_NCPPB1128_genomic	PF02867.10	LFME01000002.1_36,LFME01000004.1_81
GCA_001043115.1_NCPPB1128_genomic	PF00317.16	LFME01000002.1_36,LFME01000004.1_81
GCA_001043115.1_NCPPB1128_genomic	PF04347.8	LFME01000005.1_159,LFME01000013.1_51
GCA_001043115.1_NCPPB1128_genomic	PF02146.12	LFME01000002.1_31,LFME01000002.1_47
GCA_001043115.1_NCPPB1128_genomic	PF02789.12	LFME01000004.1_73,LFME01000027.1_6
GCA_001043115.1_NCPPB1128_genomic	PF03819.12	LFME01000011.1_86,LFME01000025.1_56
GCA_001043115.1_NCPPB1128_genomic	PF03349.11	LFME01000004.1_9,LFME01000047.1_4
GCA_001043115.1_NCPPB1128_genomic	PF02163.17	LFME01000018.1_13,LFME01000021.1_82
GCA_001043115.1_NCPPB1128_genomic	PF00491.16	LFME01000001.1_135,LFME01000002.1_195
GCA_001043115.1_NCPPB1128_genomic	PF08521.5	LFME01000001.1_144,LFME01000017.1_14
GCA_001043115.1_NCPPB1128_genomic	PF00574.18	LFME01000008.1_38,LFME01000039.1_9
GCA_001043115.1_NCPPB1128_genomic	PF07559.9	LFME01000005.1_120,LFME01000013.1_48
GCA_001043115.1_NCPPB1128_genomic	PF11720.3	LFME01000028.1_47,LFME01000032.1_40
GCA_001043115.1_NCPPB1128_genomic	PF07944.7	LFME01000003.1_66,LFME01000015.1_70
GCA_001043115.1_NCPPB1128_genomic	PF00174.14	LFME01000009.1_86,LFME01000034.1_32
GCA_001401555.1_Xeu_LMG27970_genomic	TIGR00759	JPYC01000713.1_1,JPYC01000971.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	TIGR00784	JPYC01000427.1_2,JPYC01000799.1_4
GCA_001401555.1_Xeu_LMG27970_genomic	TIGR00097	JPYC01001008.1_2,JPYC01001352.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	TIGR01814	JPYC01000302.1_1,JPYC01000850.1_2
GCA_001401555.1_Xeu_LMG27970_genomic	TIGR01207	JPYC01000152.1_9,JPYC01001360.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF03767.9	JPYC01000909.1_1,JPYC01001004.1_2
GCA_001401555.1_Xeu_LMG27970_genomic	PF05096.7	JPYC01000183.1_25,JPYC01000758.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF00573.17	JPYC01000467.1_27,JPYC01000510.1_2
GCA_001401555.1_Xeu_LMG27970_genomic	PF00218.16	JPYC01000086.1_24,JPYC01001057.1_2
GCA_001401555.1_Xeu_LMG27970_genomic	PF09413.5	JPYC01000775.1_3,JPYC01001270.1_3
GCA_001401555.1_Xeu_LMG27970_genomic	PF00308.13	JPYC01000081.1_1,JPYC01000195.1_6
GCA_001401555.1_Xeu_LMG27970_genomic	PF01634.13	JPYC01000112.1_3,JPYC01001217.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF05088.7	JPYC01000826.1_5,JPYC01001048.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF00731.15	JPYC01000271.1_1,JPYC01000425.1_2
GCA_001401555.1_Xeu_LMG27970_genomic	PF02569.10	JPYC01000463.1_2,JPYC01001028.1_3
GCA_001401555.1_Xeu_LMG27970_genomic	PF00745.15	JPYC01000095.1_15,JPYC01001490.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF13835.1	JPYC01000185.1_1,JPYC01000616.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF05192.13	JPYC01000172.1_6,JPYC01001200.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF00478.20	JPYC01001066.1_1,JPYC01001313.1_2
GCA_001401555.1_Xeu_LMG27970_genomic	PF00773.14	JPYC01000369.1_1,JPYC01001325.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF06434.8	JPYC01000187.1_6,JPYC01001239.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF03176.10	JPYC01000255.1_1,JPYC01000299.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF12242.3	JPYC01000177.1_1,JPYC01000231.1_1,JPYC01000896.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF04012.7	JPYC01000817.1_1,JPYC01000957.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF02469.17	JPYC01000117.1_1,JPYC01000948.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF09502.5	JPYC01000719.1_1,JPYC01000720.1_2
GCA_001401555.1_Xeu_LMG27970_genomic	PF05962.6	JPYC01000457.1_3,JPYC01001403.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF00311.12	JPYC01000760.1_5,JPYC01000776.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF04286.7	JPYC01001319.1_1,JPYC01001447.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF01409.15	JPYC01000537.1_7,JPYC01001328.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF00297.17	JPYC01000510.1_1,JPYC01000866.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF01761.15	JPYC01000192.1_1,JPYC01000825.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF00342.14	JPYC01001028.1_1,JPYC01001258.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF00464.14	JPYC01001122.1_1,JPYC01001487.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF07486.7	JPYC01000632.1_1,JPYC01001346.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF11104.3	JPYC01000306.1_1,JPYC01000400.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF02670.11	JPYC01001114.1_1,JPYC01001318.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF00861.17	JPYC01000467.1_12,JPYC01001415.1_1
GCA_001401555.1_Xeu_LMG27970_genomic	PF00728.17	JPYC01000764.1_1,JPYC01001089.1_1
GCA_001642575.1_Xfloridensis_v1.0_genomic	PF00515.23	LXNG01000017.1_10,LXNG01000045.1_163
GCA_001642575.1_Xfloridensis_v1.0_genomic	PF13103.1	LXNG01000030.1_14,LXNG01000056.1_131
GCA_001642575.1_Xfloridensis_v1.0_genomic	PF09413.5	LXNG01000012.1_118,LXNG01000027.1_6
GCA_001642575.1_Xfloridensis_v1.0_genomic	PF03232.8	LXNG01000002.1_99,LXNG01000019.1_5
GCA_001642575.1_Xfloridensis_v1.0_genomic	PF10099.4	LXNG01000017.1_55,LXNG01000017.1_82
GCA_001660815.1_Xnasturtii_v1.0_genomic	TIGR00614	LYMI01000018.1_51,LYMI01000056.1_115
GCA_001660815.1_Xnasturtii_v1.0_genomic	PF13857.1	LYMI01000002.1_23,LYMI01000002.1_74
GCA_001660815.1_Xnasturtii_v1.0_genomic	PF08019.7	LYMI01000023.1_115,LYMI01000043.1_19
GCA_001660815.1_Xnasturtii_v1.0_genomic	PF07732.10	LYMI01000033.1_37,LYMI01000089.1_68
GCA_001660815.1_Xnasturtii_v1.0_genomic	PF00394.17	LYMI01000033.1_37,LYMI01000089.1_68
GCA_001660815.1_Xnasturtii_v1.0_genomic	PF05635.6	LYMI01000007.1_41,LYMI01000078.1_80
GCA_001660815.1_Xnasturtii_v1.0_genomic	PF03924.8	LYMI01000013.1_23,LYMI01000013.1_32
GCA_001908725.1_ASM190872v1_genomic	PF00515.23	CP018725.1_1455,CP018726.1_101
GCA_001908725.1_ASM190872v1_genomic	PF01343.13	CP018725.1_1926,CP018726.1_28
GCA_001908725.1_ASM190872v1_genomic	PF00712.14	CP018725.1_2430,CP018726.1_85
GCA_001908725.1_ASM190872v1_genomic	PF02767.11	CP018725.1_2430,CP018726.1_85
GCA_001908725.1_ASM190872v1_genomic	PF02768.10	CP018725.1_2430,CP018726.1_85
GCA_001908725.1_ASM190872v1_genomic	PF00308.13	CP018725.1_1088,CP018725.1_2429
GCA_001908725.1_ASM190872v1_genomic	PF12705.2	CP018725.1_2382,CP018726.1_112,CP018726.1_30
GCA_001908725.1_ASM190872v1_genomic	PF01832.15	CP018725.1_256,CP018726.1_68
GCA_001908725.1_ASM190872v1_genomic	PF01436.16	CP018725.1_3075,CP018725.1_409
GCA_001908725.1_ASM190872v1_genomic	PF03602.10	CP018725.1_3018,CP018725.1_699
GCA_001908725.1_ASM190872v1_genomic	PF01807.15	CP018725.1_1985,CP018725.1_3554
GCA_001908725.1_ASM190872v1_genomic	PF07732.10	CP018725.1_1746,CP018726.1_149
GCA_001908725.1_ASM190872v1_genomic	PF00394.17	CP018725.1_1746,CP018726.1_149
GCA_001908725.1_ASM190872v1_genomic	PF01368.15	CP018725.1_152,CP018726.1_71
GCA_001908725.1_ASM190872v1_genomic	PF13223.1	CP018725.1_1815,CP018726.1_67
GCA_001908725.1_ASM190872v1_genomic	PF00574.18	CP018725.1_3561,CP018725.1_3589
GCA_001908725.1_ASM190872v1_genomic	PF01337.13	CP018725.1_573,CP018725.1_678
GCA_002018575.1_ASM201857v1_genomic	TIGR02071	MDJT01000150.1_23,MDJT01000180.1_45
GCA_002018575.1_ASM201857v1_genomic	PF00515.23	MDJT01000135.1_111,MDJT01000135.1_157
GCA_002018575.1_ASM201857v1_genomic	PF13857.1	MDJT01000129.1_34,MDJT01000157.1_26
GCA_002018575.1_ASM201857v1_genomic	PF00476.15	MDJT01000015.1_5,MDJT01000111.1_1
GCA_002018575.1_ASM201857v1_genomic	PF02154.10	MDJT01000117.1_1,MDJT01000142.1_83
GCA_002018575.1_ASM201857v1_genomic	PF06824.6	MDJT01000049.1_1,MDJT01000083.1_1
GCA_002018575.1_ASM201857v1_genomic	PF00562.23	MDJT01000094.1_1,MDJT01000183.1_9
GCA_002018575.1_ASM201857v1_genomic	PF01209.13	MDJT01000099.1_1,MDJT01000157.1_20
GCA_002018575.1_ASM201857v1_genomic	PF04551.9	MDJT01000012.1_1,MDJT01000075.1_1
GCA_002018575.1_ASM201857v1_genomic	PF00342.14	MDJT01000006.1_1,MDJT01000060.1_1
GCA_002018575.1_ASM201857v1_genomic	PF07559.9	MDJT01000107.1_1,MDJT01000142.1_47
GCA_002019225.1_ASM201922v1_genomic	TIGR00595	LOJT01000052.1_1,LOJT01000194.1_1
GCA_002019225.1_ASM201922v1_genomic	PF01343.13	LOJT01000108.1_2,LOJT01000234.1_1
GCA_002019225.1_ASM201922v1_genomic	PF09369.5	LOJT01000026.1_12,LOJT01000224.1_3
GCA_002846205.1_ASM284620v1_genomic	TIGR02457	PHKV01000010.1_87,PHKV01000023.1_1
GCA_002846205.1_ASM284620v1_genomic	TIGR01488	PHKV01000003.1_258,PHKV01000012.1_38
GCA_002846205.1_ASM284620v1_genomic	TIGR01395	PHKV01000005.1_91,PHKV01000008.1_13
GCA_002846205.1_ASM284620v1_genomic	PF04339.7	PHKV01000005.1_71,PHKV01000012.1_40
GCA_002846205.1_ASM284620v1_genomic	PF00545.15	PHKV01000004.1_202,PHKV01000042.1_3
GCA_002846205.1_ASM284620v1_genomic	PF00491.16	PHKV01000007.1_82,PHKV01000012.1_41
GCA_002846205.1_ASM284620v1_genomic	PF08521.5	PHKV01000001.1_832,PHKV01000012.1_45
GCA_002846205.1_ASM284620v1_genomic	PF01337.13	PHKV01000004.1_201,PHKV01000042.1_2
GCA_002939705.1_ASM293970v1_genomic	TIGR00517	MDCB01000002.1_141,MDCB01000008.1_46
GCA_002939705.1_ASM293970v1_genomic	TIGR01488	MDCB01000002.1_138,MDCB01000005.1_140
GCA_002939705.1_ASM293970v1_genomic	TIGR00110	MDCB01000010.1_17,MDCB01000017.1_30
GCA_002939705.1_ASM293970v1_genomic	PF00553.14	MDCB01000003.1_299,MDCB01000006.1_57,MDCB01000006.1_66,MDCB01000014.1_96,MDCB01000017.1_46,MDCB01000048.1_1
GCA_002939705.1_ASM293970v1_genomic	PF07720.7	MDCB01000001.1_299,MDCB01000010.1_13
GCA_002939705.1_ASM293970v1_genomic	PF01343.13	MDCB01000003.1_209,MDCB01000004.1_7
GCA_002939705.1_ASM293970v1_genomic	PF02421.13	MDCB01000001.1_131,MDCB01000015.1_17
GCA_002939705.1_ASM293970v1_genomic	PF13857.1	MDCB01000004.1_177,MDCB01000017.1_25
GCA_002939705.1_ASM293970v1_genomic	PF01202.17	MDCB01000004.1_241,MDCB01000007.1_13
GCA_002939705.1_ASM293970v1_genomic	PF04339.7	MDCB01000001.1_247,MDCB01000002.1_142
GCA_002939705.1_ASM293970v1_genomic	PF06508.8	MDCB01000005.1_211,MDCB01000024.1_18
GCA_002939705.1_ASM293970v1_genomic	PF01807.15	MDCB01000002.1_290,MDCB01000006.1_7,MDCB01000014.1_26
GCA_002939705.1_ASM293970v1_genomic	PF00545.15	MDCB01000011.1_81,MDCB01000014.1_50
GCA_002939705.1_ASM293970v1_genomic	PF05496.7	MDCB01000001.1_253,MDCB01000005.1_202
GCA_002939705.1_ASM293970v1_genomic	PF03924.8	MDCB01000012.1_106,MDCB01000019.1_27
GCA_002939705.1_ASM293970v1_genomic	PF03819.12	MDCB01000006.1_52,MDCB01000007.1_56
GCA_002939705.1_ASM293970v1_genomic	PF00704.23	MDCB01000007.1_32,MDCB01000007.1_66
GCA_002939755.1_XbrCFBP1976_genomic	TIGR00517	MDCE01000006.1_32,MDCE01000035.1_21
GCA_002939755.1_XbrCFBP1976_genomic	TIGR00110	MDCE01000043.1_9,MDCE01000047.1_15
GCA_002939755.1_XbrCFBP1976_genomic	PF00515.23	MDCE01000001.1_241,MDCE01000007.1_49
GCA_002939755.1_XbrCFBP1976_genomic	PF01580.13	MDCE01000008.1_87,MDCE01000035.1_30
GCA_002939755.1_XbrCFBP1976_genomic	PF13857.1	MDCE01000005.1_113,MDCE01000005.1_61
GCA_002939755.1_XbrCFBP1976_genomic	PF00308.13	MDCE01000007.1_54,MDCE01000025.1_30
GCA_002939755.1_XbrCFBP1976_genomic	PF03932.9	MDCE01000009.1_1&&MDCE01000009.1_2,MDCE01000009.1_4
GCA_002939755.1_XbrCFBP1976_genomic	PF02146.12	MDCE01000029.1_43,MDCE01000029.1_46
GCA_002939755.1_XbrCFBP1976_genomic	PF07944.7	MDCE01000019.1_69,MDCE01000047.1_6
GCA_002939785.1_ASM293978v1_genomic	PF00515.23	MDEC01000001.1_255,MDEC01000005.1_125
GCA_002939785.1_ASM293978v1_genomic	PF13857.1	MDEC01000002.1_126,MDEC01000010.1_53
GCA_002939785.1_ASM293978v1_genomic	PF09413.5	MDEC01000018.1_90,MDEC01000024.1_6
